Date,野村鴻運,野村鴻利,野村台灣運籌,野村鴻揚貨幣市場,野村環球-新臺幣計價,野村積極成長,野村全球品牌,野村成長,野村高科技,野村平衡,野村ｅ科技,野村精選貨幣市場,野村中小,野村優質,野村泰國,野村新馬,野村貨幣市場,野村全球高股息累積型新臺幣計價,野村鑫全球債券組合,野村鑫平衡組合,野村台灣高股息,野村歐洲高股息累積型,野村全球不動產證券化累積型新臺幣計價,野村亞太高股息累積型新臺幣計價,野村全球生技醫療,野村亞太高股息季配型新臺幣計價,野村全球高股息季配型新臺幣計價,野村歐洲高股息季配型,野村全球不動產證券化月配型新臺幣計價,野村全球氣候變遷,野村新興傘型之中東非洲,野村新興傘型之大俄羅斯,野村中國機會,野村全球美元投資級公司債-累積型新臺幣計價,野村全球美元投資級公司債-月配型新臺幣計價,野村巴西,野村新興高收益債組合-累積型,野村新興高收益債組合-月配型,野村雙印傘型之印度潛力,野村雙印傘型之印尼潛力,野村亞太複合高收益債-累積型新臺幣計價,野村亞太複合高收益債-月配型新臺幣計價,野村環球高收益債-累積類型新臺幣計價,野村環球高收益債-月配類型新臺幣計價,野村環球高收益債-累積類型美元計價,野村環球高收益債-月配類型美元計價,野村環球高收益債-累積類型人民幣計價,野村環球高收益債-月配類型人民幣計價,野村亞太複合高收益債-累積類型人民幣計價,野村亞太複合高收益債-月配類型人民幣計價,野村歐洲中小成長-新臺幣計價,野村歐洲中小成長-美元計價,野村歐洲中小成長-人民幣計價,野村全球不動產證券化-累積類型人民幣計價,野村全球不動產證券化-月配類型人民幣計價,野村全球美元投資級公司債-累積類型人民幣計價,野村全球美元投資級公司債-月配類型人民幣計價,野村全球高股息-累積類型人民幣計價,野村全球高股息-季配類型人民幣計價,野村多元資產動態平衡-累積類型新臺幣計價,野村多元資產動態平衡-月配類型新臺幣計價,野村多元資產動態平衡-累積類型美元計價,野村多元資產動態平衡-月配類型美元計價,野村多元資產動態平衡-累積類型人民幣計價,野村多元資產動態平衡-月配類型人民幣計價,野村多元資產動態平衡-累積類型澳幣計價,野村多元資產動態平衡-月配類型澳幣計價,野村多元資產動態平衡-累積類型南非幣計價,野村多元資產動態平衡-月配類型南非幣計價,野村環球-人民幣計價,野村美利堅高收益債-累積類型新臺幣計價,野村美利堅高收益債-月配類型新臺幣計價,野村美利堅高收益債-月配類型美元計價,野村美利堅高收益債-月配類型人民幣計價,野村亞太高股息-累積型人民幣計價,野村亞太高股息-季配型人民幣計價,野村日本領先,野村全球短期收益-新臺幣計價,野村多元收益平衡-累積類型新臺幣計價,野村多元收益平衡-月配類型新臺幣計價,野村多元收益平衡-累積類型美元計價,野村多元收益平衡-月配類型美元計價,野村多元收益平衡-累積類型人民幣計價,野村多元收益平衡-月配類型人民幣計價,野村全球短期收益-美元計價,野村多元核心配置平衡-新臺幣計價,野村多元核心配置平衡-美元計價,野村多元核心配置平衡-人民幣計價,野村亞太複合高收益債-累積類型美元計價,野村亞太複合高收益債-月配類型美元計價,野村環球-美元計價,野村亞太新興債券-累積類型新臺幣計價,野村亞太新興債券-月配類型新臺幣計價,野村亞太新興債券-累積類型美元計價,野村亞太新興債券-月配類型美元計價,野村亞太新興債券-累積類型人民幣計價,野村亞太新興債券-月配類型人民幣計價
2017/11/15,0.0814,0.092,0.0876,-7.9101,0.3356,0.0322,-0.1722,0.0005,0.0813,-0.0273,0.0311,-10.0071,0.2193,0.0719,-0.4091,-0.3968,-5.2431,-0.0557,-0.2731,0.1129,-0.0808,-0.0379,0.0827,-0.1533,0.2145,-0.1519,-0.057,-0.0392,0.0722,-0.0747,-0.358,0.0086,0.057,0.0047,-0.0163,-0.6182,-0.2033,-0.2035,-0.0327,-0.2688,0.0192,0.0194,-0.3224,-0.3362,-0.4508,-0.4601,-0.2192,-0.2311,-0.0075,-0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12/15,0.009,0.027,0.0224,-6.51,0.3455,0.0266,-0.1951,-0.0107,0.0452,-0.0605,0.0103,-7.7201,0.1448,0.0046,-0.3726,-0.3106,-4.8095,-0.0682,-0.3864,-0.0208,-0.089,-0.0104,0.0632,-0.1593,0.2149,-0.1594,-0.0704,-0.0114,0.052,-0.0894,-0.3157,0.0637,0.0649,-0.0505,-0.0727,-0.5883,-0.183,-0.1831,0.0557,-0.2148,0.1054,0.1057,-0.3538,-0.3668,-0.44,-0.4487,-0.2358,-0.249,0.0886,0.0895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/1/16,-0.0916,-0.0766,-0.0778,-5.7907,0.2591,-0.1078,-0.2451,-0.145,-0.0012,-0.1072,-0.0533,-6.5733,0.1021,-0.056,-0.5345,-0.307,-4.1382,-0.0729,-0.3801,-0.2157,-0.1758,-0.0968,-0.1353,-0.2723,-0.068,-0.2734,-0.0734,-0.096,-0.1501,-0.1274,-0.4464,0.1107,-0.1278,-0.1325,-0.1611,-0.5608,-0.1569,-0.157,-0.2268,-0.154,0.1453,0.1454,-0.3854,-0.3975,-0.4741,-0.4806,-0.3429,-0.3527,0.0417,0.0466,-0.085,-0.1516,-0.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/2/16,-0.1581,-0.102,-0.0946,-5.2522,0.1064,-0.1119,-0.4461,-0.1434,0.0416,-0.0992,-0.0118,-5.7809,0.0687,-0.0757,-0.5579,-0.3842,-3.5942,-0.2605,-0.449,-0.3703,-0.186,-0.3586,-0.1566,-0.3718,-0.1624,-0.3688,-0.2595,-0.3627,-0.1661,-0.3173,-0.4699,-0.2457,-0.1719,-0.0007,-0.027,-0.5487,-0.3016,-0.3015,-0.3479,-0.1272,0.0949,0.0951,-0.5942,-0.5987,-0.6443,-0.646,-0.4595,-0.4725,0.0218,0.0277,-0.2543,-0.2922,-0.2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/3/16,-0.1767,-0.1213,-0.1128,-5.643,0.1809,-0.0971,-0.304,-0.1344,0.0643,-0.1299,0.0328,-6.4133,0.0116,-0.1242,-0.3559,-0.1538,-4.1687,-0.1049,-0.4353,-0.3417,-0.1822,-0.249,0.0171,-0.1581,-0.2221,-0.1568,-0.1049,-0.2515,0.0081,-0.1659,-0.2865,-0.0369,-0.1307,-0.0043,-0.0306,-0.1033,-0.2241,-0.2241,-0.1444,-0.1184,0.217,0.217,-0.3426,-0.3559,-0.2625,-0.2785,-0.1769,-0.1971,0.1762,0.1802,-0.1332,-0.1873,-0.1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/4/16,-0.3709,-0.3301,-0.3172,-5.4982,0.1455,-0.2914,-0.3075,-0.3061,-0.0752,-0.4196,-0.1307,-5.8666,-0.1037,-0.313,-0.2849,-0.234,-3.9547,-0.1338,-0.1445,-0.276,-0.2832,-0.2475,0.0805,-0.3472,-0.1454,-0.346,-0.1386,-0.253,0.0704,-0.1532,-0.3141,-0.1139,-0.3691,0.2177,0.1961,-0.099,-0.0269,-0.0268,-0.0136,-0.0027,0.2318,0.2316,-0.2295,-0.2457,-0.2428,-0.2572,-0.1317,-0.1516,0.1455,0.1505,-0.1198,-0.1569,-0.1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/5/16,-0.2946,-0.3413,-0.3093,-5.4055,0.176,-0.3399,-0.309,-0.3489,-0.2043,-0.4438,-0.2412,-5.4515,-0.229,-0.2796,-0.1637,-0.2252,-3.9222,-0.1179,-0.0291,-0.1896,-0.2238,-0.2057,0.1213,-0.2847,-0.1625,-0.2834,-0.1175,-0.2101,0.1086,-0.1415,-0.3135,-0.0897,-0.3381,0.302,0.2821,-0.1201,0.0344,0.0344,-0.0361,-0.0686,0.3433,0.343,-0.1828,-0.2002,-0.2227,-0.2397,-0.125,-0.1453,0.1893,0.195,-0.0954,-0.1462,-0.0887,0.1366,0.1557,0.5015,0.1904,-0.1256,-0.0812,0.0574,0.0366,-0.1059,-0.1167,-0.0073,-0.0263,-0.0681,-0.0818,0.0506,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/6/16,-0.2775,-0.291,-0.2692,-5.8991,0.1721,-0.2183,-0.3588,-0.2287,-0.2227,-0.3676,-0.2619,-5.6712,-0.202,-0.2638,-0.2313,-0.1211,-4.1877,-0.1578,0.1893,-0.2081,-0.0801,-0.3027,0.2676,-0.1954,-0.2447,-0.1927,-0.1602,-0.3065,0.257,-0.1171,-0.3332,-0.0524,-0.2811,0.8003,0.7986,-0.0093,0.2123,0.2125,-0.0455,0.124,0.4447,0.4443,-0.1124,-0.1323,-0.1491,-0.1693,-0.0415,-0.0653,0.289,0.2951,-0.2046,-0.2042,-0.1557,0.3292,0.3436,0.8781,0.3709,-0.1235,-0.0791,0.149,0.1265,-0.0063,-0.0167,0.091,0.0703,0.0723,0.0623,0.0756,0.0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/7/16,0.0542,0.0584,0.0981,-6.4802,0.1156,0.0956,-0.3132,0.0864,0.1181,-0.0754,0.0626,-5.9751,0.2101,0.0306,0.1367,-0.1189,-4.5597,-0.1783,0.2147,-0.1881,0.3158,-0.3789,0.2376,-0.0365,-0.2022,-0.035,-0.1782,-0.3833,0.2284,-0.0182,-0.2051,-0.0165,-0.1132,0.7413,0.7384,0.1274,0.2551,0.2552,-0.0185,0.1953,0.5424,0.5421,-0.0233,-0.0456,-0.024,-0.047,0.0605,0.0349,0.4192,0.4262,-0.2322,-0.1848,-0.1465,0.3436,0.3684,0.8753,0.3707,-0.0706,-0.037,0.1048,0.0823,0.0575,0.0467,0.147,0.1247,0.0651,0.0591,0.0535,0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/8/16,0.2825,0.3724,0.4061,-7.653,0.1262,0.4093,-0.2175,0.4047,0.4126,0.1565,0.3694,-6.6738,0.5777,0.2259,0.2864,0.0687,-5.1831,-0.11,0.2857,-0.0893,0.5041,-0.3049,0.1882,0.1305,-0.1823,0.1301,-0.1105,-0.3076,0.181,0.0895,-0.201,0.0463,0.0908,0.5011,0.4878,0.2015,0.3461,0.3464,0.1233,0.2892,0.6316,0.6313,0.0528,0.0282,0.0973,0.0688,0.1945,0.164,0.677,0.6894,-0.149,-0.0429,-0.0098,0.3464,0.3723,0.8191,0.1594,0.0415,0.0778,0.0891,0.0674,0.1853,0.1726,0.287,0.2562,0.2086,0.1977,0.2438,0.1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/9/16,0.4001,0.4286,0.4606,-9.2102,0.1558,0.4726,-0.168,0.4757,0.3836,0.2592,0.3748,-7.5014,0.549,0.2507,0.1834,0.1032,-6.1054,-0.0246,0.2819,-0.1069,0.497,-0.2421,0.0666,0.1768,-0.0961,0.1801,-0.025,-0.2413,0.0661,0.1436,-0.1692,0.147,0.0934,0.2032,0.2028,0.2777,0.4826,0.4828,0.0504,0.5807,0.5878,0.5873,0.1667,0.1669,0.2341,0.2327,0.357,0.3582,0.769,0.7836,-0.0983,0.0313,0.0659,0.3107,0.3461,0.825,0.2628,0.1737,0.2095,0.1396,0.1395,0.2895,0.2911,0.3918,0.3846,0.3214,0.3311,0.3036,0.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/10/16,0.3382,0.2702,0.3195,-11.8353,-0.0873,0.3528,-0.3335,0.3507,0.1922,0.1304,0.1839,-8.9742,0.2857,0.0032,0.0533,-0.0907,-8.1424,-0.2867,0.1528,-0.2138,0.4076,-0.4015,-0.1868,0.0225,-0.3169,0.0237,-0.2849,-0.4014,-0.187,-0.0831,-0.2147,0.0806,-0.0504,0.1045,0.1042,0.3792,0.3575,0.3577,0.0615,0.5337,0.5209,0.5203,0.0513,0.0515,0.1253,0.1219,0.2372,0.2393,0.6872,0.7046,-0.2658,-0.1261,-0.0911,0.1003,0.1342,0.9299,0.2828,-0.0013,0.0156,-0.2057,-0.2057,0.0495,0.0506,0.1285,0.1213,0.0461,0.055,-0.0278,-0.0327,0.2386,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/11/16,0.2315,0.2398,0.2547,-15.0161,-0.1634,0.3567,-0.2659,0.35,0.1028,0.1401,0.0956,-11.2629,0.0855,0.0236,0.1449,-0.1207,-9.617,-0.1375,0.0068,-0.2038,0.2416,-0.3885,-0.1869,0.0585,-0.2286,0.0591,-0.1383,-0.3907,-0.1863,0.0071,-0.1912,0.1381,-0.0414,-0.1094,-0.1096,0.2828,0.1574,0.1576,0.0016,0.2084,0.5167,0.5165,0.1505,0.151,0.2006,0.1974,0.2835,0.2859,0.6174,0.6322,-0.2855,-0.1655,-0.1257,0.0763,0.0842,0.5333,0.1192,0.0697,0.0891,-0.2267,-0.2266,0.0094,0.0105,0.1152,0.1086,-0.0373,-0.03,-0.0592,-0.0694,0.1082,0.5674,0.5681,0.5072,0.6897,,,,,,,,,,,,,,,,,,,,,,,
2017/12/16,0.2598,0.3091,0.327,-16.2446,-0.1258,0.2823,-0.0437,0.283,0.1367,0.1813,0.126,-12.4283,0.0956,0.1286,0.2812,-0.1761,-11.9143,0.0411,0.2541,-0.0483,0.1542,-0.1522,-0.1397,0.0082,-0.2647,0.0092,0.0428,-0.1537,-0.1397,0.14,-0.0084,0.5485,-0.1096,-0.0073,-0.0075,0.3495,0.3796,0.3798,-0.0389,0.2138,0.6874,0.6869,0.4669,0.4676,0.3889,0.3854,0.4603,0.4647,0.6988,0.6971,-0.2025,-0.0726,-0.0402,0.0719,0.0814,0.5342,-0.1317,0.194,0.2013,-0.1018,-0.1016,0.0587,0.06,0.1646,0.1589,0.0312,0.039,-0.0919,-0.0931,0.0574,0.8148,0.8155,0.7359,0.8609,0.1669,0.1619,0.0813,,,,,,,,,,,,,,,,,,,,
2017/1/17,0.3973,0.4471,0.4492,-17.9209,0.1076,0.4197,0.1863,0.4199,0.2445,0.2068,0.2343,-13.4171,0.1605,0.1889,0.2794,-0.0305,-13.4944,0.2009,0.1394,0.0379,0.2648,-0.0547,-0.1169,0.2127,-0.141,0.2149,0.199,-0.0576,-0.1135,0.4091,0.1613,0.516,0.2662,-0.2348,-0.2349,0.4591,0.3301,0.3305,0.0698,0.1164,0.5629,0.5629,0.5858,0.5866,0.6474,0.6391,0.7565,0.7562,0.8671,0.8643,-0.0647,0.1339,0.1562,0.1363,0.1529,0.2566,-0.4012,0.5785,0.5751,-0.1167,-0.1163,0.2014,0.2035,0.3355,0.3302,0.14,0.1445,0.0362,0.038,0.4438,0.8843,0.8851,1.068,1.1402,0.3946,0.3915,0.1106,,,,,,,,,,,,,,,,,,,,
2017/2/17,0.5472,0.5105,0.504,-17.9321,0.2015,0.446,0.1279,0.4465,0.2657,0.2033,0.2531,-13.4243,0.2638,0.2374,0.1358,-0.0266,-13.5274,0.2314,0.1731,0.0928,0.3606,-0.0811,-0.089,0.2863,-0.0392,0.2884,0.225,-0.0804,-0.0898,0.4141,0.0844,0.49,0.3833,-0.2474,-0.2475,0.4575,0.3724,0.3728,0.3521,0.0322,0.6137,0.6138,0.6153,0.6163,0.7376,0.734,0.8639,0.8638,0.9545,0.9494,-0.0388,0.2382,0.2797,0.2378,0.2573,0.356,-0.2876,0.7214,0.7191,-0.1499,-0.1497,0.243,0.2451,0.3863,0.3807,0.1825,0.1868,0.0595,0.0653,0.5582,0.8209,0.8216,1.0817,1.2265,0.4502,0.4477,0.2853,,,,,,,,,,,,,,,,,,,,
2017/3/17,0.5961,0.5339,0.5191,-16.3404,0.1576,0.3692,0.1928,0.3663,0.2898,0.2114,0.2773,-14.3942,0.2412,0.242,0.1078,-0.2483,-13.6478,0.1146,0.1884,0.0339,0.3403,0.0017,-0.3597,0.2017,0.0134,0.2022,0.113,-0.0001,-0.3558,0.2679,-0.061,0.3233,0.2835,-0.3313,-0.3316,0.287,0.324,0.3243,0.3241,0.0684,0.6092,0.6092,0.4196,0.4204,0.6605,0.6535,0.8164,0.8148,0.938,0.9311,-0.0326,0.2302,0.2805,0.0196,0.0426,0.2754,-0.2877,0.6859,0.6754,-0.3129,-0.3123,0.0975,0.1006,0.2992,0.2922,0.0465,0.0519,0.0143,0.0031,0.4919,0.638,0.6382,0.872,1.0435,0.3374,0.3341,0.223,0.3061,,,,,,,,,,,,,,,,,,,
2017/4/17,0.7081,0.8127,0.7892,-15.6219,0.2766,0.6279,0.3507,0.627,0.4451,0.5924,0.4386,-13.7675,0.2714,0.4683,0.0676,-0.1296,-13.3018,0.0666,0.138,0.0821,0.4126,-0.0024,-0.3194,0.3488,0.0039,0.3538,0.0681,-0.0019,-0.3161,0.1948,-0.1382,0.2087,0.3215,-0.3565,-0.3566,0.1838,0.2485,0.2488,0.3554,0.0986,0.5291,0.5292,0.3286,0.3295,0.612,0.6043,0.7775,0.7748,0.8724,0.8656,0.0657,0.301,0.3569,0.0706,0.0879,0.2855,-0.2877,0.6486,0.6444,-0.2342,-0.2337,0.1573,0.1606,0.3676,0.3617,0.1112,0.1164,0.0933,0.0909,0.6058,0.5876,0.5876,0.851,1.054,0.4354,0.4254,0.1271,0.343,,,,,,,,,,,,,,,,,,,
2017/5/17,0.6256,0.7891,0.7641,-14.4204,0.2417,0.6613,0.5005,0.6615,0.4288,0.6511,0.4221,-12.6014,0.288,0.4107,0.0906,0.1051,-11.0249,0.0825,0.1247,0.0031,0.3592,0.0641,-0.3024,0.4137,-0.1377,0.4157,0.0803,0.0649,-0.2971,0.1584,0.0002,0.1272,0.4396,-0.3049,-0.3051,0.2539,0.2139,0.2142,0.3136,0.1971,0.4493,0.4495,0.2851,0.2861,0.6799,0.6763,0.7586,0.7577,0.7951,0.7909,0.0863,0.3087,0.3212,0.0252,0.0389,0.1634,-0.2877,0.7169,0.7073,-0.099,-0.0987,0.2938,0.2981,0.4764,0.47,0.2064,0.2118,0.0331,0.0526,0.5849,0.6044,0.6047,0.9633,1.0625,0.3786,0.3784,0.192,0.356,,,,,,,,,,,,,,,,,,,
2017/6/17,0.7345,0.9466,0.9161,-14.5267,0.478,0.7033,0.7237,0.7015,0.5494,0.7067,0.5481,-12.9483,0.3357,0.5061,0.1503,0.0763,-10.7258,0.3579,0.0794,0.2491,0.3275,0.3037,-0.3112,0.4648,0.0801,0.4675,0.3569,0.3064,-0.3049,0.3297,-0.0841,0.0975,0.5438,-0.4161,-0.4164,0.0828,0.1423,0.1426,0.316,0.115,0.4009,0.4012,0.3413,0.3422,0.6581,0.6582,0.7926,0.7933,0.7433,0.74,0.3667,0.6463,0.64,-0.0856,-0.0626,0.0018,-0.3428,1.0576,1.0376,-0.1166,-0.1163,0.2073,0.2108,0.4303,0.4249,0.1261,0.1307,0.0343,0.055,0.6832,0.5365,0.5362,0.7872,0.9893,0.2269,0.2255,0.3251,0.3997,-0.0274,-0.0264,0.2559,0.2561,0.4155,0.4148,,,,,,,,,,,,,
2017/7/17,0.7315,0.8851,0.8633,-14.7419,0.4817,0.7011,0.6975,0.6968,0.5426,0.6763,0.5387,-13.8235,0.3774,0.5156,0.0031,0.1688,-9.9437,0.3278,0.0432,0.203,0.2032,0.2876,-0.4393,0.4505,0.0008,0.4528,0.3269,0.2917,-0.4371,0.2723,-0.1237,0.1481,0.5623,-0.4065,-0.4066,0.1043,0.0973,0.0976,0.338,0.023,0.3048,0.3051,0.3207,0.3213,0.6557,0.6562,0.7909,0.7918,0.6938,0.6911,0.3367,0.5767,0.5765,-0.2269,-0.2194,-0.0383,-0.8481,1.1006,1.0783,-0.1539,-0.1537,0.1619,0.1653,0.3884,0.3841,0.0728,0.0737,0.0541,0.0677,0.6813,0.4983,0.4979,0.7555,0.9705,-2.814,-2.807,0.2544,0.3814,-0.0094,-0.0099,0.2404,0.2407,0.4019,0.4011,,,,,,,,,,,,,
2017/8/17,0.7237,0.8795,0.8426,-15.9371,0.7577,0.7046,0.9043,0.7009,0.5243,0.6729,0.524,-16.4605,0.3168,0.4625,0.0155,0.2104,-9.5269,0.4171,0.0595,0.2357,0.1916,0.2453,-0.3322,0.4618,0.1475,0.464,0.4206,0.2474,-0.3355,0.2405,-0.0447,0.2125,0.5598,-0.319,-0.3192,0.1806,0.067,0.0672,0.2799,-0.0007,0.3153,0.3156,0.1829,0.1835,0.5462,0.5467,0.6795,0.6799,0.6696,0.672,0.2999,0.5252,0.4444,-0.2111,-0.2065,-0.1877,,1.0936,1.073,-0.0524,-0.0523,0.225,0.2251,0.4226,0.4222,0.1384,0.1376,0.0483,0.069,0.8035,0.2803,0.28,0.5525,0.7108,,,0.5341,0.3014,-0.0605,-0.061,0.1651,0.1654,0.3173,0.317,0.6438,,,,,,,,,,,,
2017/9/17,0.4457,0.6129,0.5764,-19.3436,0.8651,0.5113,1.0151,0.508,0.4104,0.4003,0.4083,-25.1754,0.2501,0.3144,0.3733,0.2977,-9.7736,0.6285,0.1169,0.3907,0.17,0.3629,-0.279,0.3486,0.1522,0.3464,0.6291,0.3638,-0.2776,0.4479,-0.1269,0.2648,0.6863,-0.2725,-0.2726,0.2588,0.1211,0.1214,0.235,-0.0199,0.551,0.5517,0.2709,0.2713,0.5526,0.5531,0.704,0.7045,0.767,0.7706,0.3942,0.5798,0.5249,-0.1778,-0.1733,-0.1003,,1.2211,1.2013,0.0592,0.0594,0.2411,0.2413,0.4649,0.4649,0.1563,0.1561,0.1925,0.1908,0.8125,0.3511,0.3507,0.5748,0.7518,,,0.5953,0.5147,0.1406,0.1396,0.3086,0.3088,0.457,0.4567,0.7159,,,,,,,,,,,,
